ID;genre;situation_academique;domaine_etude;a_deja_vecu_kot;region_domicile;intention_erasmus;facteur_budget;facteur_barriere_langue;facteur_loin_famille;facteur_relation_amoureuse;facteur_climat;facteur_culture;facteur_alimentation;facteur_confort;facteur_craintes_sociales;facteur_organisation;classement_zone_preferee;destination_ideale_en_tete;destination_ideale;lien_destination;importance_culture_locale;importance_langue_locale;importance_prestige_universites;importance_offre_universites;importance_distance_origine;importance_politique_pays;importance_cout_vie;importance_richesse_pays;importance_climat_destination;importance_agencement_villes;importance_impact_climatique_trajet;importance_subside;importance_aide_topup_ecoresponsable;importance_securite
87;Homme;Master ;Sciences;Non;Urbaine;Oui;;;;;;;;;;;"Océanie;Asie (centrale/ du Sud);Asie de l'Est;Amérique latine;Europe occidentale;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Amérique du Nord (US et Canada);Afrique du Nord;Afrique Sub-Saharienne;";Oui;Valencia;Non;Modérément;Modérément;Peu;Modérément;Modérément;Fort;Très fort;Modérément;Très fort;Très fort;Très peu;Modérément;Peu;Très fort
90;Homme;Master ;Ingénieur civil / industriel;Oui;Urbaine;Oui;;;;;;;;;;;"Europe de l'Est;Scandinavie (Pays du nord de l'Europe);Amérique latine;Europe occidentale;Afrique Sub-Saharienne;Océanie;Asie (centrale/ du Sud);Asie de l'Est;Amérique du Nord (US et Canada);Afrique du Nord;";Oui;Afrique du sud;Oui;Très fort;Très fort;Modérément;Fort;Très peu;Fort;Modérément;Peu;Peu;Peu;Très peu;Modérément;Modérément;Fort
93;Femme;Je ne suis plus aux études;Sciences de la santé (Medecine / dentisterie / kinésitérapeute / ...);Oui;Urbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Afrique Sub-Saharienne;Europe occidentale;Asie (centrale/ du Sud);Asie de l'Est;Amérique latine;Europe de l'Est;Afrique du Nord;Océanie;";Non;;;Modérément;Fort;Modérément;Modérément;Modérément;Fort;Modérément;Modérément;Modérément;Fort;Peu;Fort;Modérément;Fort
94;Femme;Je ne suis plus aux études;Sciences;Oui;Urbaine;Oui;;;;;;;;;;;"Océanie;Scandinavie (Pays du nord de l'Europe);Amérique latine;Asie (centrale/ du Sud);Europe occidentale;Asie de l'Est;Europe de l'Est;Afrique Sub-Saharienne;Amérique du Nord (US et Canada);Afrique du Nord;";Non;;;Fort;Modérément;Modérément;Modérément;Modérément;Fort;Modérément;Modérément;Fort;Modérément;Modérément;Modérément;Modérément;Modérément
95;Homme;Master ;Psychologie;Oui;Périurbaine;Oui;;;;;;;;;;;"Asie (centrale/ du Sud);Océanie;Scandinavie (Pays du nord de l'Europe);Asie de l'Est;Amérique du Nord (US et Canada);Europe occidentale;Amérique latine;Europe de l'Est;Afrique Sub-Saharienne;Afrique du Nord;";Non;;;Très fort;Fort;Fort;Fort;Très peu;Très fort;Fort;Fort;Fort;Fort;Peu;Modérément;Fort;Très fort
99;Femme;Master ;Sciences de la santé (Medecine / dentisterie / kinésitérapeute / ...);Oui;Urbaine;Oui;;;;;;;;;;;"Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Europe occidentale;Amérique latine;Europe de l'Est;Océanie;Afrique du Nord;Afrique Sub-Saharienne;Asie (centrale/ du Sud);Asie de l'Est;";Non;;;Peu;Fort;Très fort;Très fort;Fort;Fort;Modérément;Modérément;Très peu;Fort;Modérément;Modérément;Fort;Très fort
102;Homme;Je ne suis plus aux études;Ingénieur civil / industriel;Oui;Urbaine;Peut-être;;;;;;;;;;;"Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Amérique latine;Asie de l'Est;Asie (centrale/ du Sud);Océanie;Afrique Sub-Saharienne;Europe de l'Est;Afrique du Nord;Europe occidentale;";Non;;;Fort;Fort;Peu;Modérément;Très peu;Très fort;Modérément;Modérément;Fort;Peu;Très fort;Modérément;Fort;Fort
105;Femme;Secondaires;Autre / Je ne suis pas concerné;Non;Périurbaine;Peut-être;;;;;;;;;;;"Océanie;Europe de l'Est;Amérique latine;Scandinavie (Pays du nord de l'Europe);Europe occidentale;Amérique du Nord (US et Canada);Afrique Sub-Saharienne;Afrique du Nord;Asie (centrale/ du Sud);Asie de l'Est;";Non;;;Très fort;Très fort;Fort;Fort;Très fort;Très fort;Très fort;Très fort;Très fort;Très fort;Très fort;Très fort;Fort;Fort
106;Homme;Je ne suis plus aux études;Ingénieur civil / industriel;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique latine;Amérique du Nord (US et Canada);Asie de l'Est;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Océanie;Europe occidentale;Europe de l'Est;Afrique Sub-Saharienne;Afrique du Nord;";Oui;Argentine;Non;Peu;Modérément;Modérément;Fort;Très peu;Fort;Modérément;Modérément;Très fort;Fort;Peu;Très fort;Modérément;Fort
109;Femme;Master ;Philosophie, arts et lettres;Oui;Urbaine;Peut-être;;;;;;;;;;;"Europe occidentale;Europe de l'Est;Amérique du Nord (US et Canada);Asie (centrale/ du Sud);Océanie;Asie de l'Est;Amérique latine;Afrique du Nord;Afrique Sub-Saharienne;Scandinavie (Pays du nord de l'Europe);";Non;;;Fort;Peu;Modérément;Peu;Peu;Fort;Fort;Peu;Fort;Peu;Peu;Peu;Peu;Peu
110;Femme;Bac;Gestion (ingénieur);Non;Périurbaine;Oui;;;;;;;;;;;"Asie de l'Est;Amérique latine;Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Océanie;Europe de l'Est;Asie (centrale/ du Sud);Europe occidentale;Afrique du Nord;Afrique Sub-Saharienne;";Oui;Corée du Sud et Japon ;Non;Fort;Peu;Modérément;Modérément;Peu;Fort;Fort;Modérément;Modérément;Fort;Peu;Modérément;Très peu;Très fort
111;Femme;Je ne suis plus aux études;Sciences politiques, sociales, économiques, de communication;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique latine;Asie de l'Est;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Océanie;Europe occidentale;Afrique du Nord;Europe de l'Est;Afrique Sub-Saharienne;";Non;;;Modérément;Fort;Fort;Fort;Très peu;Fort;Modérément;Modérément;Modérément;Fort;Peu;Modérément;Peu;Très fort
112;Homme;Je ne suis plus aux études;Gestion (ingénieur);Oui;Urbaine;Oui;;;;;;;;;;;"Amérique latine;Asie (centrale/ du Sud);Asie de l'Est;Amérique du Nord (US et Canada);Europe occidentale;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Océanie;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Fort;Fort;Fort;Très peu;Peu;Modérément;Peu;Modérément;Peu;Peu;Modérément;Modérément;Modérément
113;Femme;Je ne suis plus aux études;Sciences;Oui;Urbaine;Oui;;;;;;;;;;;"Océanie;Amérique latine;Asie de l'Est;Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Asie (centrale/ du Sud);Europe occidentale;Europe de l'Est;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Modérément;Fort;Fort;Très peu;Fort;Modérément;Fort;Fort;Fort;Peu;Peu;Modérément;Fort
116;Homme;Master ;Sciences;Oui;Périurbaine;Peut-être;;;;;;;;;;;"Scandinavie (Pays du nord de l'Europe);Amérique latine;Europe de l'Est;Asie (centrale/ du Sud);Océanie;Asie de l'Est;Amérique du Nord (US et Canada);Europe occidentale;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Modérément;Modérément;Très fort;Fort;Très fort;Fort;Modérément;Peu;Fort;Très fort;Très fort;Très fort;Fort
117;Femme;Je ne suis plus aux études;Psychologie;Oui;Urbaine;Oui;;;;;;;;;;;"Amérique latine;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Asie de l'Est;Océanie;Amérique du Nord (US et Canada);Europe occidentale;Europe de l'Est;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Très fort;Peu;Fort;Peu;Modérément;Modérément;Peu;Modérément;Modérément;Peu;Modérément;Fort;Fort
118;Homme;Bac;Droit;Oui;Rurale;Oui;;;;;;;;;;;"Amérique latine;Asie de l'Est;Europe occidentale;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Océanie;Europe de l'Est;Afrique Sub-Saharienne;Amérique du Nord (US et Canada);Afrique du Nord;";Oui;Équateur ;Oui;Fort;Très fort;Modérément;Modérément;Très peu;Peu;Modérément;Très peu;Fort;Modérément;Peu;Peu;Peu;Modérément
119;Homme;Master ;Droit;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Asie de l'Est;Scandinavie (Pays du nord de l'Europe);Océanie;Amérique latine;Europe occidentale;Asie (centrale/ du Sud);Europe de l'Est;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Fort;Modérément;Modérément;Très peu;Modérément;Modérément;Fort;Peu;Modérément;Peu;Fort;Modérément;Fort
120;Homme;Master ;Ingénieur civil / industriel;Oui;Urbaine;Oui;;;;;;;;;;;"Asie (centrale/ du Sud);Amérique latine;Scandinavie (Pays du nord de l'Europe);Europe occidentale;Europe de l'Est;Asie de l'Est;Afrique Sub-Saharienne;Afrique du Nord;Amérique du Nord (US et Canada);Océanie;";Oui;Mexique ;Oui;Peu;Peu;Modérément;Peu;Peu;Très fort;Peu;Peu;Très fort;Peu;Très peu;Fort;Peu;Fort
122;Femme;Je ne suis plus aux études;Autre / Je ne suis pas concerné;Non;Périurbaine;Peut-être;;;;;;;;;;;"Europe occidentale;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Amérique du Nord (US et Canada);Amérique latine;Océanie;Asie de l'Est;Asie (centrale/ du Sud);Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Modérément;Modérément;Modérément;Modérément;Modérément;Très fort;Fort;Fort;Modérément;Fort;Modérément;Très fort;Modérément;Très fort
124;Homme;Secondaires;Autre / Je ne suis pas concerné;Non;Urbaine;Peut-être;;;;;;;;;;;"Europe occidentale;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Amérique du Nord (US et Canada);Asie (centrale/ du Sud);Amérique latine;Océanie;Afrique du Nord;Asie de l'Est;Afrique Sub-Saharienne;";Non;;;Fort;Peu;Peu;Modérément;Peu;Très peu;Peu;Modérément;Modérément;Fort;Fort;Modérément;Fort;Modérément
126;Femme;Je ne suis plus aux études;Sciences de l’éducation;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Amérique latine;Océanie;Afrique Sub-Saharienne;Afrique du Nord;Scandinavie (Pays du nord de l'Europe);Asie (centrale/ du Sud);Asie de l'Est;Europe de l'Est;Europe occidentale;";Non;;;Modérément;Fort;Peu;Modérément;Peu;Fort;Peu;Modérément;Fort;Fort;Très peu;Peu;Peu;Fort
127;Homme;Je ne suis plus aux études;Gestion (ingénieur);Oui;Urbaine;Oui;;;;;;;;;;;"Amérique latine;Océanie;Asie de l'Est;Amérique du Nord (US et Canada);Europe de l'Est;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Europe occidentale;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Modérément;Peu;Modérément;Fort;Peu;Très fort;Modérément;Très fort;Très peu;Très peu;Peu;Très peu;Peu
128;Homme;Master ;Ingénieur civil / industriel;Oui;Urbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Amérique latine;Océanie;Asie de l'Est;Europe de l'Est;Europe occidentale;Afrique du Nord;Afrique Sub-Saharienne;Asie (centrale/ du Sud);";Non;;;Modérément;Peu;Fort;Peu;Très peu;Modérément;Peu;Modérément;Très peu;Peu;Peu;Fort;Peu;Très fort
129;Homme;Bac;Informatique;Oui;Rurale;Peut-être;;;;;;;;;;;"Asie de l'Est;Océanie;Amérique du Nord (US et Canada);Asie (centrale/ du Sud);Amérique latine;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Europe occidentale;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Modérément;Modérément;Modérément;Très peu;Très peu;Fort;Très peu;Fort;Fort;Très peu;Modérément;Modérément;Fort
130;Homme;Je ne suis plus aux études;Sciences politiques, sociales, économiques, de communication;Oui;Urbaine;Oui;;;;;;;;;;;"Océanie;Amérique latine;Amérique du Nord (US et Canada);Europe occidentale;Scandinavie (Pays du nord de l'Europe);Asie de l'Est;Asie (centrale/ du Sud);Europe de l'Est;Afrique Sub-Saharienne;Afrique du Nord;";Oui;Vienne;Oui;Peu;Fort;Modérément;Fort;Très peu;Très peu;Peu;Peu;Fort;Peu;Très peu;Peu;Peu;Peu
131;Homme;Doctorat;Sciences;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Europe occidentale;Europe de l'Est;Amérique latine;Afrique du Nord;Océanie;Asie de l'Est;Asie (centrale/ du Sud);Afrique Sub-Saharienne;";Oui;Montréal où Vancouver;Oui;Modérément;Fort;Modérément;Fort;Peu;Fort;Peu;Peu;Très peu;Très peu;Fort;Fort;Fort;Modérément
132;Homme;Master ;Sciences;Oui;Périurbaine;Oui;;;;;;;;;;;"Asie de l'Est;Amérique latine;Océanie;Europe occidentale;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Afrique du Nord;Europe de l'Est;Afrique Sub-Saharienne;Amérique du Nord (US et Canada);";Oui;Japon;Oui;Très fort;Très peu;Modérément;Très fort;Très peu;Très fort;Modérément;Modérément;Fort;Modérément;Peu;Modérément;Très peu;Fort
133;Homme;Je ne suis plus aux études;Ingénieur civil / industriel;Non;Urbaine;Oui;;;;;;;;;;;"Europe occidentale;Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Amérique latine;Europe de l'Est;Océanie;Asie (centrale/ du Sud);Asie de l'Est;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Fort;Très fort;Fort;Fort;Peu;Peu;Fort;Modérément;Fort;Peu;Peu;Fort;Peu;Modérément
135;Femme;Master ;Sciences politiques, sociales, économiques, de communication;Oui;Urbaine;Oui;;;;;;;;;;;"Amérique latine;Europe occidentale;Europe de l'Est;Asie de l'Est;Asie (centrale/ du Sud);Océanie;Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Afrique du Nord;Afrique Sub-Saharienne;";Oui;Royaume-Uni ;Oui;Très fort;Très fort;Peu;Peu;Fort;Modérément;Fort;Modérément;Modérément;Modérément;Peu;Très fort;Peu;Modérément
136;Femme;Bac;Sciences politiques, sociales, économiques, de communication;Oui;Urbaine;Oui;;;;;;;;;;;"Europe occidentale;Amérique latine;Asie (centrale/ du Sud);Scandinavie (Pays du nord de l'Europe);Afrique du Nord;Afrique Sub-Saharienne;Asie de l'Est;Océanie;Europe de l'Est;Amérique du Nord (US et Canada);";Non;;;Très fort;Modérément;Modérément;Modérément;Modérément;Fort;Fort;Fort;Fort;Très fort;Modérément;Peu;Modérément;Très fort
137;Femme;Je ne suis plus aux études;Droit;Oui;Urbaine;Oui;;;;;;;;;;;"Amérique latine;Amérique du Nord (US et Canada);Océanie;Afrique Sub-Saharienne;Asie de l'Est;Asie (centrale/ du Sud);Afrique du Nord;Europe occidentale;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;";Non;;;Très fort;Très fort;Peu;Peu;Peu;Peu;Modérément;Modérément;Très fort;Peu;Fort;Fort;Fort;Modérément
138;Homme;Je ne suis plus aux études;Sciences politiques, sociales, économiques, de communication;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique latine;Asie (centrale/ du Sud);Asie de l'Est;Océanie;Europe de l'Est;Europe occidentale;Amérique du Nord (US et Canada);Scandinavie (Pays du nord de l'Europe);Afrique Sub-Saharienne;Afrique du Nord;";Oui;Argentine;Oui;Fort;Très peu;Modérément;Modérément;Modérément;Peu;Modérément;Modérément;Modérément;Peu;Très peu;Modérément;Très peu;Modérément
139;Homme;Bac;Ingénieur civil / industriel;Non;Périurbaine;Oui;;;;;;;;;;;"Scandinavie (Pays du nord de l'Europe);Amérique du Nord (US et Canada);Amérique latine;Europe occidentale;Océanie;Europe de l'Est;Asie de l'Est;Asie (centrale/ du Sud);Afrique du Nord;Afrique Sub-Saharienne;";Oui;Canada;Non;Modérément;Peu;Modérément;Fort;Très peu;Modérément;Modérément;Peu;Modérément;Fort;Très peu;Fort;Peu;Modérément
140;Homme;Master ;Ingénieur civil / industriel;Oui;Périurbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Europe occidentale;Amérique latine;Scandinavie (Pays du nord de l'Europe);Europe de l'Est;Océanie;Asie (centrale/ du Sud);Asie de l'Est;Afrique du Nord;Afrique Sub-Saharienne;";Non;;;Très fort;Modérément;Très peu;Très peu;Très peu;Très peu;Très peu;Très peu;Fort;Très peu;Modérément;Très peu;Très peu;Très peu
141;Homme;Bac;Informatique;Oui;Urbaine;Oui;;;;;;;;;;;"Amérique du Nord (US et Canada);Europe occidentale;Scandinavie (Pays du nord de l'Europe);Océanie;Asie de l'Est;Amérique latine;Afrique Sub-Saharienne;Afrique du Nord;Europe de l'Est;Asie (centrale/ du Sud);";Oui;Australie;Non;Peu;Modérément;Fort;Fort;Très fort;Peu;Très fort;Fort;Modérément;Modérément;Modérément;Très fort;Modérément;Modérément
142;Homme;Master ;Ingénieur civil / industriel;Oui;Périurbaine;Oui;;;;;;;;;;;"Scandinavie (Pays du nord de l'Europe);Europe occidentale;Europe de l'Est;Océanie;Amérique du Nord (US et Canada);Amérique latine;Afrique du Nord;Asie (centrale/ du Sud);Asie de l'Est;Afrique Sub-Saharienne;";Oui;Trondheim;Non;Modérément;Modérément;Fort;Fort;Modérément;Très fort;Fort;Fort;Très fort;Modérément;Modérément;Fort;Peu;Fort
144;Femme;Master ;Sciences;Non;Rurale;Oui;;;;;;;;;;;"Amérique latine;Scandinavie (Pays du nord de l'Europe);Afrique Sub-Saharienne;Europe occidentale;Asie de l'Est;Amérique du Nord (US et Canada);Océanie;Asie (centrale/ du Sud);Afrique du Nord;Europe de l'Est;";Non;;;Modérément;Fort;Peu;Modérément;Très peu;Fort;Modérément;Peu;Très peu;Très peu;Très fort;Très fort;Peu;Très fort
